image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
000000427160.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000427160.jpg,"['A baseball runner slows as he arrives at third base', 'A runner leading off base to try and get to the next base.', 'a baseman ready to put the runner out', 'The action in an organized youth baseball game.', 'The player approaches home plate to take his turn at bat.']","[0.35113391280174255, 0.34535640478134155, 0.3449748754501343, 0.33541983366012573, 0.33493390679359436]",A baseball player is running to a base during a game.,A baseball player is running to a base during a game.,A baseball player in a blue jersey with the number 82 is running to a base.,A baseball player in a blue jersey with the number 82 is running to a base.
000000569825.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000569825.jpg,"['Batter warming up near dug out during major game.', 'A hitter is waiting for the pitch to be thrown', 'A baseball player standing near one of the bases.', 'A player in a baseball uniform on the field.', 'A young batter is awaiting a pitch during a game.']","[0.3382653295993805, 0.337691992521286, 0.33177223801612854, 0.32972976565361023, 0.32865843176841736]",A baseball player in a uniform is standing on the field.,A baseball player in a uniform is standing on the field.,A baseball player stands on the field wearing a catcher's mask.,A baseball player stands on the field wearing a catcher's mask.
000000011149.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000011149.jpg,"['A bunch of bikes that are sitting on the sidewalk.', 'this is a jeep and a bike parked together', 'Parked bikes on a beautiful, picture perfect, sunny day.', 'Two parked bikes on a sidewalk with a person riding a motor bike.', 'a home made three wheeled trike sitting in a driveway']","[0.296954870223999, 0.29623720049858093, 0.2946621775627136, 0.29389190673828125, 0.28709274530410767]",A bunch of bikes that are sitting on the sidewalk.,A bunch of bikes that are sitting on the sidewalk.,A man in a white shirt and khaki shorts stands next to a black bicycle and a yellow b,A man in a white shirt and khaki shorts stands next to a black bicycle and a yellow b
000000157124.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000157124.jpg,"['a new kitchen cabinet with a sink being installed', 'Scene of sinks in the process of being completed', 'a white sink a towel and some brown cabinets', 'A white sink placed in the middle of a constructed kitchen.', 'This is someones sink in their bathroom in their home.']","[0.31417450308799744, 0.30781254172325134, 0.30187031626701355, 0.29867520928382874, 0.2954167127609253]",A white sink is placed in the middle of a constructed kitchen.,A white sink is placed in the middle of a constructed kitchen.,A bathroom with a sink and cabinets under construction.,A bathroom with a sink and cabinets under construction.
000000210708.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000210708.jpg,"['A baby elephant having fun playing in a river.', 'A mother elephant gives her baby a bath.', 'A large and small elephant bathing in the river.', 'An elephant and a baby elephant are bathing in a river', 'An elephant trying to reach something on the ground with his trunk.']","[0.35024335980415344, 0.3453481197357178, 0.3413809537887573, 0.32323795557022095, 0.31295982003211975]",An elephant and a baby elephant are bathing in a river.,An elephant and a baby elephant are bathing in a river.,A baby elephant is being led by an adult elephant through the water.,A baby elephant is being led by an adult elephant through the water.
000000474164.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000474164.jpg,"['a dog that is standing on top of a truck', 'There is a dog on top of a truck outside.', 'A small dog sitting on top of a truck.', 'a little dog sitting on the roof of a club cab truck', 'A dog sits on top of a truck.']","[0.39631035923957825, 0.39395853877067566, 0.38392335176467896, 0.38291341066360474, 0.3766559660434723]",A dog sitting on top of a truck.,A dog sitting on top of a truck.,A dog is sitting on top of a brown truck.,A dog is sitting on top of a brown truck.
000000447522.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000447522.jpg,"['Rice, broccoli, onions, and tomatoes sitting on a plate.', 'Looking down at a bowl of white rice, broccoli and a vegetable dish', 'A nearly empty plate containing broccoli and brown sauce.', 'a plate of polents a tomatoe and brocolli', 'A plate of stir fry vegetables on white rice.']","[0.3350231945514679, 0.3241095542907715, 0.31424659490585327, 0.3133288323879242, 0.30967333912849426]","A plate of rice with broccoli, onions, and tomatoes.","A plate of rice with broccoli, onions, and tomatoes.","A plate of rice mixed with vegetables like broccoli, tomatoes, and onions.","A plate of rice mixed with vegetables like broccoli, tomatoes, and onions."
000000303499.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000303499.jpg,"['People in red uniforms mounted on black horses.', 'two men in red coats riding horses in front of a palace', 'Two people in red robes sitting on two horses.', '2 men wearing red cloaks riding on horseback.', ""two ladies riding horses there's a reflection of one of them in a mirror""]","[0.36173537373542786, 0.35532936453819275, 0.31011703610420227, 0.30364179611206055, 0.2811376452445984]",Two people in red uniforms are riding horses in front of a palace.,Two people in red uniforms are riding horses in front of a palace.,Two men in red coats riding black horses in front of a large building.,Two men in red coats riding black horses in front of a large building.
000000565778.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000565778.jpg,"['Blue train car sitting on a train track near tunnel.', 'A blue train traveling past a train station next to a lush green mountain.', 'People are walking by a blue train next to a mountain.', 'A five car blue and white train with passengers', 'A blue and white train is moving on the rails. ']","[0.35513925552368164, 0.32508420944213867, 0.324484646320343, 0.323293000459671, 0.31233590841293335]",A blue train is traveling past a tunnel next to a lush green mountain.,A blue train is traveling past a tunnel next to a lush green mountain.,A blue train is entering a tunnel on the tracks.,A blue train is entering a tunnel on the tracks.
000000001675.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000001675.jpg,"['A black fluffy cat sitting on top of a computer keyboard.', 'A dark cat hiding in between a laptop. ', 'A cat curled up by the keyboard of a laptop.', 'A black and white cat laying across the keyboard of a laptop.', 'A cat that is laying on the side of a computer.']","[0.4027591645717621, 0.39938464760780334, 0.38108375668525696, 0.3781737983226776, 0.37547528743743896]",A black and white cat laying across the keyboard of a laptop.,A black and white cat laying across the keyboard of a laptop.,A black and white cat with yellow eyes is laying on top of a laptop.,A black and white cat with yellow eyes is laying on top of a laptop.
000000177015.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000177015.jpg,"[""A cat sitting on the man's lap while the man types on the laptop. "", 'An Apple user and his faithful cat surf the web.', 'A man using his laptop computer while a cat sits on his lap.', 'A cat resting on a laptop next to a person.', 'a man using his laptop while his cat looks at the screen']","[0.4015771150588989, 0.3947376012802124, 0.3920093774795532, 0.3757358491420746, 0.37468940019607544]",A man using his laptop while his cat looks at the screen.,A man using his laptop while his cat looks at the screen.,A man with a beard is sitting on a couch with a laptop and a cat on his lap.,A man with a beard is sitting on a couch with a laptop and a cat on his lap.
000000402615.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000402615.jpg,"['a man plays tennis in front of a large audience', 'A tennis match of doubles is taking place in a full stadium', 'A tennis player in a crowded arena waits for the next volley.', 'Indoor tennis match, with a full crowd of spectators.', 'A tennis match takes place on an orange court with full stands.']","[0.32704272866249084, 0.31660038232803345, 0.3151707053184509, 0.31269848346710205, 0.3026399314403534]",A tennis match of doubles is taking place in a full stadium.,A tennis match of doubles is taking place in a full stadium.,A tennis player is on a clay court with a crowd watching.,A tennis player is on a clay court with a crowd watching.
000000350002.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000350002.jpg,"['a woman in a dress and pale makeup sitting by a table', 'A woman with white makeup is in a salon.', 'Woman in party dress sitting in beauty shop with hair dryer.', 'A woman in white dress leaning on a counter in a kitchen.', 'A model in a blue and white dress sits for a photo. ']","[0.30218374729156494, 0.2942946255207062, 0.2663089334964752, 0.2586858868598938, 0.25858744978904724]",A woman in a white dress and pale makeup is sitting by a table with a hair dryer in the background.,A woman in a white dress and pale makeup is sitting by a table with a hair dryer in the background.,A woman in a white and blue dress sitting on a bench with a metal pot on her head.,A woman in a white and blue dress sitting on a bench with a metal pot on her head.
000000370208.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000370208.jpg,"['This is a bike locked to a parking meter.', 'A bike leaning up to a parking meter.', 'A bike parked in front of a parking meter.', 'Someone has parked a classic orange ten speed bicycle.', 'A red bike with white handles is locked to a black pole on a sidewalk.']","[0.36741772294044495, 0.3428506553173065, 0.34027165174484253, 0.33680906891822815, 0.3256780803203583]",A red bike with white handles is locked to a black pole on a sidewalk.,A red bike with white handles is locked to a black pole on a sidewalk.,A bicycle is parked at a bike rack on a sidewalk.,A bicycle is parked at a bike rack on a sidewalk.
000000447917.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000447917.jpg,"['Small children in green uniforms running on a soccer field. ', 'Children in green jerseys play soccer at the park.', 'Several children on teams are running toward a soccer ball', 'A group of young children playing a game of soccer.', 'A group of small children chasing a soccer ball']","[0.32839831709861755, 0.3189174234867096, 0.3149608373641968, 0.3149546682834625, 0.3140498995780945]",Several children on teams are running toward a soccer ball.,Several children on teams are running toward a soccer ball.,A group of children playing soccer on a grassy field.,A group of children playing soccer on a grassy field.
000000161861.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000161861.jpg,"['Woman in white outfit swinging up to hit tennis ball. ', 'A woman in white dress playing a game of tennis.', 'A woman in white dress playing a game of tennis.', 'A woman in a short skirt playing tennis.', 'a tennis player in all white playing on a court ']","[0.34454545378685, 0.3382019102573395, 0.3382019102573395, 0.332029789686203, 0.3316551446914673]",A woman in white outfit playing tennis on a court.,A woman in white outfit playing tennis on a court.,A woman in a white outfit is playing tennis on a grass court.,A woman in a white outfit is playing tennis on a grass court.
000000303713.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000303713.jpg,"['a man plays tennis in front of a large audience', 'A tennis player in a crowded arena waits for the next volley.', 'A man playing a tennis game in front of a crowd.', 'A man about to hit a tennis ball in front of a crowd', 'A tennis player shows controlled excitement while a crowd watches.']","[0.349160373210907, 0.32941845059394836, 0.3228306770324707, 0.32004815340042114, 0.31867700815200806]",A tennis player in a crowded arena waits for the next volley.,A tennis player in a crowded arena waits for the next volley.,A man in a white shirt and gray shorts playing tennis.,A man in a white shirt and gray shorts playing tennis.
000000466602.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000466602.jpg,"['A child is bent over on skis in the snow.', 'Small child standing on his skis in the snow. ', 'a kid stands in the snow on his skiis', 'A little boy riding skis down the side of a snow covered slope.', 'A boy on skis standing in the snow.']","[0.3271229863166809, 0.3237454891204834, 0.3227188289165497, 0.32134315371513367, 0.31946614384651184]",A child is bent over on skis in the snow.,A child is bent over on skis in the snow.,A person in a blue coat and green hat is skiing in the snow.,A person in a blue coat and green hat is skiing in the snow.
000000421923.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000421923.jpg,"[""A desk with a vase containing flowers, a sculpture of a man's head and shelves behind it."", ""The bust of a man's head is next to a vase of flowers."", 'A statue next to a vase of flowers on a shelf. ', 'A room witb a statue, bookshelves, books and a vase with flowers in it.', 'A vase siting on top of a wooden shelf near a map.']","[0.32915037870407104, 0.3171390891075134, 0.3163686990737915, 0.3045700788497925, 0.27949103713035583]","A desk with a vase containing flowers, a sculpture of a man's head and shelves behind it","A desk with a vase containing flowers, a sculpture of a man's head and shelves behind it",A green vase sits on a wooden base in front of a stone wall with a bookshelf above it.,A green vase sits on a wooden base in front of a stone wall with a bookshelf above it.
000000447789.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000447789.jpg,"['The signs give the street names and show where to park.', 'A white street sign in front of  a green large tree.', 'A street sign near a large leafy tree.', 'The two street name signs are protruding from a street pole. ', 'The signs are clearly posted on the street for us to see.']","[0.3237344026565552, 0.3133774399757385, 0.3085628151893616, 0.30316489934921265, 0.29987645149230957]","A green street sign for Roberta Maestas Festival St is posted above a red and white sign that says ""Do Not","A green street sign for Roberta Maestas Festival St is posted above a red and white sign that says ""Do Not",A green street sign for Roberta Maestas Festival St. is above a red and white sign that says Do Not.,A green street sign for Roberta Maestas Festival St.
000000076211.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000076211.jpg,"['There is a store building that has a white and black clock on it', 'An old and somewhat rundown building with a clock above the door.', 'a building with a large clock on the outside.', 'The side of the building has a large clock and several windows.', 'A beige older building with a window display of clothing and a large clock above the door. ']","[0.3758658468723297, 0.361226886510849, 0.35967934131622314, 0.35662803053855896, 0.3548242747783661]",An older building with a large clock above the door.,An older building with a large clock above the door.,"A clock on a building that says ""Clock Tower"".","A clock on a building that says ""Clock Tower""."
000000504389.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000504389.jpg,"['A long fire plug stands some distance away from the building.', 'some people a bench some grass trees and kites', 'a fire hydrant near two small poles on the curb of a street', 'A rusted silver fire hydrant next to two poles.', 'Lone stop sign at small intersection in a cemetery of castes.']","[0.3062618374824524, 0.29509875178337097, 0.2919268310070038, 0.2911395728588104, 0.29051774740219116]",Two people playing badminton in a field with a fire hydrant in the foreground.,Two people playing badminton in a field with a fire hydrant in the foreground.,Two men playing badminton in a field.,Two men playing badminton in a field.
000000417085.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000417085.jpg,"['two cows stand next to paved road  in country', 'An adult and a child cow standing on the side of the road.', 'A couple of cows standing next to each other near a street.', 'A big cow and a smaller cow standing beside a road.', 'Two cattle are standing by the side of the road']","[0.36986207962036133, 0.3689977824687958, 0.3613801896572113, 0.3582126200199127, 0.3554421663284302]",Two cows stand next to paved road in country.,Two cows stand next to paved road in country.,Two cows are standing on a roadside in a rural area.,Two cows are standing on a roadside in a rural area.
000000192716.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000192716.jpg,"['there is a red stop sign on this street', 'A stop sign at the cross section of two streets.', 'A stop sign leans to the right at a small town intersection', 'a red stop sign with a street sign attached', 'A stop sign with words added to it in marker']","[0.3637907803058624, 0.36010101437568665, 0.35993626713752747, 0.35762375593185425, 0.35601720213890076]","A stop sign with the words ""Hate Crime"" written on it in marker.","A stop sign with the words ""Hate Crime"" written on it in marker.","A stop sign with a sticker on it that says ""Hate Crime"".","A stop sign with a sticker on it that says ""Hate Crime""."
000000407524.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000407524.jpg,"['A plate of pasta is shown with broccoli and ham.', 'A small portion of broccoli, ham, and pasta salad', 'A plate of prepared food has pasta, broccoli, and meat.', 'A plate of broccoli, ham, pasta and parmesan.', 'A very tasty looking dish of pasta with some broccoli.']","[0.3248644471168518, 0.3207273483276367, 0.3189498484134674, 0.3093462586402893, 0.3005790710449219]",A plate of pasta is shown with broccoli and ham.,A plate of pasta is shown with broccoli and ham.,A plate of pasta with broccoli and pieces of meat.,A plate of pasta with broccoli and pieces of meat.
000000537812.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000537812.jpg,"['A bathroom with no toilets and a red and green bucket. ', 'An ordinary bathroom with a toilet and trash bin.', 'A red bucket is on a stool in the bathroom.', 'an orange bucket sitting on a stool in a bathroom', 'an extremely nasty toilet in front of pipes and cable']","[0.3642251789569855, 0.34257614612579346, 0.3393022418022156, 0.3356565535068512, 0.33454567193984985]",An ordinary bathroom with a toilet and trash bin.,An ordinary bathroom with a toilet and trash bin.,"A bathroom with a toilet, a red bucket, and a white plastic chair.","A bathroom with a toilet, a red bucket, and a white plastic chair."
000000152214.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000152214.jpg,"['A man wearing a shirt and a pixilated looking neck tie.', 'A man with glasses and wearing a tie poses for a profile picture.', 'A man wearing eyeglasses dressed in a shirt and tie.', 'A man wearing a tie poses for a photo', 'A guy in a business suit and glasses smiling']","[0.3238690197467804, 0.31684622168540955, 0.31618940830230713, 0.3142578899860382, 0.3135082423686981]",A man with glasses and wearing a tie poses for a profile picture.,A man with glasses and wearing a tie poses for a profile picture.,A man wearing glasses and a blue shirt with a red and black tie.,A man wearing glasses and a blue shirt with a red and black tie.
000000198641.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000198641.jpg,"['A cat is watching the clouds on the monitor.', 'A cat sitting in front of a large computer monitor.', 'A black cat sitting next to a couple of monitors sitting on top of a table.', 'A cat sitting in front of a computer monitor.', 'A cat that is standing near a computer screen.']","[0.40411803126335144, 0.3963014483451843, 0.3944503962993622, 0.3845846951007843, 0.382722407579422]",A black cat sitting in front of a large computer monitor.,A black cat sitting in front of a large computer monitor.,A black cat is sitting on a desk in front of a laptop and two monitors.,A black cat is sitting on a desk in front of a laptop and two monitors.
000000028452.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000028452.jpg,"['A refrigerator mostly empty with only a few bottles of water inside.', 'a very big  fridge with nothing inside it', 'The refrigerator is brand new and was delivered today.', 'n open refrigerator door exposing all the food inside', 'The refrigerator and the inside door are full of food.']","[0.3295363783836365, 0.32470402121543884, 0.3224593997001648, 0.32001179456710815, 0.3191707730293274]",A refrigerator mostly empty with only a few bottles of water inside.,A refrigerator mostly empty with only a few bottles of water inside.,A white refrigerator with the door open and a bottle of oil on the door.,A white refrigerator with the door open and a bottle of oil on the door.
000000222825.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000222825.jpg,"['An empty clean kitchen with cabinetry, stove and dishwasher.', 'A view of a kitchen with cabinets, a sink and a clothes washer.', 'a kitchen with a fridge, a trash can and an oven', 'a kitchen with white appliances and brown cupboards ', 'a kitchen containing a stove and refrigerator and sink']","[0.35491976141929626, 0.3476075530052185, 0.3337783217430115, 0.33313387632369995, 0.33069485425949097]",A kitchen with white appliances and brown cupboards.,A kitchen with white appliances and brown cupboards.,"A kitchen with a white refrigerator, white stove, and wooden cabinets.","A kitchen with a white refrigerator, white stove, and wooden cabinets."
000000243148.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000243148.jpg,"['A skier bending down to help a toddler with his little skis.', 'A woman is helping a child put on skis.', 'A child is bent over on skis in the snow.', 'A man and a little girl wearing snowboards. ', 'A young child is hopping from the slope on their skis.']","[0.35902535915374756, 0.3418063819408417, 0.3303408622741699, 0.32096728682518005, 0.3196622431278229]",A woman is helping a child put on skis.,A woman is helping a child put on skis.,A child in a green jacket is sitting on the snow with skis on their feet.,A child in a green jacket is sitting on the snow with skis on their feet.
000000232489.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000232489.jpg,"['a half eaten pizza is sitting on a plate', 'One of the slices of pizza on the dish is turned upside down. ', 'A large slice of pizza on a plate ', 'A pizza pie being enjoyed at a cafe of some sort.', 'A slice of pizza sitting on top of a white plate.']","[0.32422277331352234, 0.32391390204429626, 0.3208491802215576, 0.32065778970718384, 0.3156158924102783]",A slice of pizza sitting on top of a white plate.,A slice of pizza sitting on top of a white plate.,"A slice of pizza with pepperoni, mushrooms, and cheese on a white paper plate.","A slice of pizza with pepperoni, mushrooms, and cheese on a white paper plate."
000000439623.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000439623.jpg,"['A fire hydrant with several outlets on it by a street side.', 'A white fire hydrant on the sidewalk by a car.', 'An old white fire hydrant on a sidewalk in a town.', 'A white fire hydrant sitting on a  sidewalk.', 'a hydrant  well tired up placed at the middle of the town']","[0.3993765413761139, 0.39338988065719604, 0.3873693645000458, 0.3852786123752594, 0.38107824325561523]",A white fire hydrant with several outlets sits on a sidewalk by a car.,A white fire hydrant with several outlets sits on a sidewalk by a car.,A white fire hydrant on a sidewalk with a red car in the background.,A white fire hydrant on a sidewalk with a red car in the background.
000000197022.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000197022.jpg,"['Two fresh pizzas with mushrooms and olives sitting on pizza paddles.', 'Mushroom pizza has two slices taken out of it.', 'A square-shaped pizza on a wooden board near white plates.', 'a homemade pizza  is on a cutting board', 'There is a homemade pizza on a cutting board.']","[0.3445802927017212, 0.32079026103019714, 0.3171423375606537, 0.3160509765148163, 0.3113718032836914]",Two fresh pizzas with mushrooms and olives sitting on pizza paddles.,Two fresh pizzas with mushrooms and olives sitting on pizza paddles.,Two pizzas with toppings of olives and mushrooms are on wooden boards.,Two pizzas with toppings of olives and mushrooms are on wooden boards.
000000535578.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000535578.jpg,"['A flock of sheep are grazing on a grassy slope.', 'A lot of sheep all in on grassy area.', 'There are some sheep eating in the field eating grass.', 'A flock of sheep walking along a grassy hillside grazing.', 'A group of sheep grazing in a grassy valley.']","[0.3420772850513458, 0.3378196954727173, 0.336646169424057, 0.33582252264022827, 0.33570247888565063]",A flock of sheep are grazing on a grassy slope.,A flock of sheep are grazing on a grassy slope.,A herd of sheep grazing on a lush green hillside.,A herd of sheep grazing on a lush green hillside.
000000183500.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000183500.jpg,"['White and red biplane flying through the air. ', 'An old biplane that is flying low for the crowd.', 'A motorcycle driving by a red and white biplane.', 'a fighter het flying up in the air ', 'A person is flying a biplane in the sky.']","[0.32291489839553833, 0.312052845954895, 0.3108777105808258, 0.2890808582305908, 0.28641262650489807]",A white and red biplane flying through the air.,A white and red biplane flying through the air.,A red and white biplane is flying in the sky.,A red and white biplane is flying in the sky.
000000382030.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000382030.jpg,"['A cluttered collection of various items including a wig, shoes, umbrella and a photo.', ""A floor filled with the contents of a woman's bag."", 'A pen, hairbrush, and other objects sitting on a bed.', 'A pen and several personal hair care items sit side by side on a blanketed surface.', 'Packing everything for a trip including a childs Barbie doll.']","[0.3557051420211792, 0.34526726603507996, 0.339900404214859, 0.33833515644073486, 0.31665611267089844]","A cluttered collection of various items including a wig, shoes, umbrella and a photo.","A cluttered collection of various items including a wig, shoes, umbrella and a photo.","A mannequin head sits on a table with a picture of a woman's face, a pair of shoes","A mannequin head sits on a table with a picture of a woman's face, a pair of shoes"
000000138241.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000138241.jpg,"['Plates of food have a tortillas and meat on them.', 'There are meats and vegetables on a flatbread', 'A burrito along with some other spanish foods', 'two plates each with a fajita with meat and vegetables.', 'A burrito sitting on top of a white plate.']","[0.280215859413147, 0.27844780683517456, 0.2718292772769928, 0.26523953676223755, 0.26363328099250793]",A burrito with meat and vegetables sits on a white plate.,A burrito with meat and vegetables sits on a white plate.,A plate of food with a sausage on a tortilla.,A plate of food with a sausage on a tortilla.
000000421834.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000421834.jpg,"['A red and black bird at a bird feeder.', 'a small bird on a bird feeder ', 'A bird sits on a seed filled bird feeder.', 'A bird that is sitting on a bird feeder.', 'A small bird resting and eating from a bird feeder.']","[0.35396453738212585, 0.3082486391067505, 0.30455663800239563, 0.2989729046821594, 0.2942662239074707]",A red and black bird at a bird feeder.,A red and black bird at a bird feeder.,A red bird is eating seeds from a green bird feeder.,A red bird is eating seeds from a green bird feeder.
000000229553.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000229553.jpg,"['Helmeted young skateboarder displaying ability skills on cement surface.', 'Young person on the street skateboarding wearing a helmet.', 'A skateboarder rides down the street with a helmet', 'Skateboarder grinding his board on the side of a pavement course. ', 'The young skateboarder is riding on a cement driveway.']","[0.36873912811279297, 0.34710437059402466, 0.34552231431007385, 0.3426778316497803, 0.33954522013664246]",A skateboarder is riding on a cement driveway.,A skateboarder is riding on a cement driveway.,A person wearing a helmet is skateboarding on a road.,A person wearing a helmet is skateboarding on a road.
000000231097.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000231097.jpg,"['A plate is left sitting half eaten with mostly broccoli remaining.', 'Plate of food with broccoli on glass plate with table cloth', 'A plate of broccoli and meat on a table.', 'The meal of fish has a side of broccoli. ', 'a close up of a plate of food with broccoli']","[0.37069639563560486, 0.36963409185409546, 0.3665870428085327, 0.36205679178237915, 0.3618953824043274]",A plate of food with broccoli on a table.,A plate of food with broccoli on a table.,A plate of food with broccoli and other vegetables on a table.,A plate of food with broccoli and other vegetables on a table.
000000104782.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000104782.jpg,"['A street sign reads ""Bacchanalia"" above a stop sign.', 'A picture of a street light and sign showing the street names.', 'The two street name signs are protruding from a street pole. ', 'The signs give the street names and show where to park.', 'The business and street signs are clearly visible. ']","[0.49373769760131836, 0.3227260410785675, 0.3206813335418701, 0.31118568778038025, 0.3111662268638611]","A street sign reads ""Bacchanalia"" above a stop sign.","A street sign reads ""Bacchanalia"" above a stop sign.",A street sign for Bacchanalia Court is shown against a blue sky.,A street sign for Bacchanalia Court is shown against a blue sky.
000000193429.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000193429.jpg,"['A man sitting in the snow with his snowboard on. ', 'A man sitting down with a snowboard strapped on', 'Man sitting in snow with snowboard attached to shoes. ', 'A man sitting on the ground with a snowboard on his feet.', 'A man sits in the snow with a snowboard still on his feet.']","[0.3807234764099121, 0.3790622055530548, 0.37323856353759766, 0.36931493878364563, 0.3647853136062622]",A man sitting in the snow with his snowboard on.,A man sitting in the snow with his snowboard on.,A man sitting on the snow with a snowboard.,A man sitting on the snow with a snowboard.
000000189806.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000189806.jpg,"['Cats look up and out the widow in a house.', 'There are two cats laying down with two remotes', 'A group of cats that are sitting on a bed.', 'These two cats are playing in a room that has a large TV and a laptop computer.', 'Three cats are napping on the carpeted floor.']","[0.3220556080341339, 0.31727132201194763, 0.3100072145462036, 0.3075238764286041, 0.30437925457954407]","Two cats are sitting on the floor in a room with a dog, a fan, a cooler, and a table","Two cats are sitting on the floor in a room with a dog, a fan, a cooler, and a table","A cat is sitting on the floor in a room with a dog, a fan, a cooler, and a table with","A cat is sitting on the floor in a room with a dog, a fan, a cooler, and a table with"
000000122745.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000122745.jpg,"['a vandalized stop sign in the dark with a sky background', 'A STOP sign on a city street at night.', 'A red stop sign is glowing against the dark sky.', 'A stop sign sits at an intersection in a city at night time. ', 'A stop sign is lit up in the dark of night.']","[0.3877750635147095, 0.37592121958732605, 0.37173032760620117, 0.3629288375377655, 0.36086350679397583]",A stop sign is glowing in the dark with a sky background.,A stop sign is glowing in the dark with a sky background.,"A stop sign with the word ""voldemort"" written on it is shown against a dark sky.","A stop sign with the word ""voldemort"" written on it is shown against a dark sky."
000000239041.jpg,/kaggle/input/datasets/saptarshim596/val2017-ms-coco/val2017/val2017/000000239041.jpg,"['a flat screen TV embedded in a restroom mirror.', 'A photo of a video game in the middle of a large mirror in a bathroom. ', 'A television is reflected from a bathroom mirror.', 'A bathroom with the reflection of a tv in a mirror', 'A flat screen TV adorns a bathroom mirror.']","[0.39589032530784607, 0.39554187655448914, 0.3729493319988251, 0.3651481866836548, 0.3616253137588501]",A flat screen TV is embedded in a restroom mirror.,A flat screen TV is embedded in a restroom mirror.,A bathroom with a mirror and a sink.,A bathroom with a mirror and a sink.
