image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
2248395289.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2248395289.jpg,"[' An older gentleman carving granite with a chisel .', ' A man chiseling art out of a piece of stone .', ' Man in olive shirt chiseling away at large stone in a workshop .', ' A sculpture works on one of his pieces .', ' A man in a light blue cap is carving an ice sculpture .']","[0.3543463349342346, 0.35283181071281433, 0.35189512372016907, 0.3490689694881439, 0.34568873047828674]",A man in a light blue shirt is carving a large piece of stone.,A man in a light blue shirt is carving a large piece of stone.,A man is sanding a large slab of stone.,A man is sanding a large slab of stone.
2528076469.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2528076469.jpg,"[' There is a man in a white t-shirt and dark shorts walking down a slightly littered alley .', ' A man is standing on a subway leaning against a pole .', ' A man in jeans and tee walking around', ' A man stands outside .', ' A white man with dreadlocks walks down the sidewalk .']","[0.3204202950000763, 0.31152135133743286, 0.3104915916919708, 0.3100756108760834, 0.30671530961990356]",A man in a floral shirt and jeans stands on a subway track.,A man in a floral shirt and jeans stands on a subway track.,A man in a floral shirt and jeans stands in the middle of a street.,A man in a floral shirt and jeans stands in the middle of a street.
4864024799.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4864024799.jpg,"[' Woman is driving a vehicle in a village .', ' There is a teenage boy sitting in what appears to be some kind of rickshaw , while the driver points to him from behind .', ' A man is in the bed of a truck holding a bag while a boy sits in the cab of the truck .', ' Young boys bringing home some fruit .', ' A man sitting on a rickshaw waiting for someone to need a ride .']","[0.3062644898891449, 0.30622342228889465, 0.3053126037120819, 0.3025970160961151, 0.30207979679107666]",A man is in the bed of a truck holding a bag while a boy sits in the cab of the truck,A man is in the bed of a truck holding a bag while a boy sits in the cab of the truck,A man and a child are riding in a cart on a dirt road.,A man and a child are riding in a cart on a dirt road.
1285067106.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1285067106.jpg,"[' A young mad pitching on a baseball team wearing a dark top and light colored uniform bottoms .', ' Young boy in a baseball uniform about to catch a baseball in his glove .', ' A boy is running around the bases in a baseball game .', ' A young person pitches in a baseball game .', ' A boy plays baseball .']","[0.35594993829727173, 0.3413429856300354, 0.3405427932739258, 0.3405090868473053, 0.3392733037471771]",A young man in a baseball uniform is holding a baseball in his hand.,A young man in a baseball uniform is holding a baseball in his hand.,A baseball player from the state of Ohio is standing on the field holding a baseball.,A baseball player from the state of Ohio is standing on the field holding a baseball.
4564320256.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4564320256.jpg,"[' Two women gluing newspapers and putting them into a ball .', ' Two women holding cards are promoting a business in the street .', ' Two women exchange money for goods with a man at the market .', ' Two woman are reviewing a paper .', ' Two young women are sitting on a bed beside some posters .']","[0.3182053565979004, 0.3097088932991028, 0.30360865592956543, 0.3028004467487335, 0.3015410602092743]",Two women are sitting at a table with newspapers and various items for sale.,Two women are sitting at a table with newspapers and various items for sale.,Two people sitting at a table with newspapers and various items on it.,Two people sitting at a table with newspapers and various items on it.
675153.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/675153.jpg,"[' Two men are performing martial arts , they are dressed in white and one man has his leg between the legs of the other man .', ' Two Asian martial artists work on their skills .', ' Two female martial artists demonstrate a kick for an audience .', ' the karate students are stretching before practice', ' Two men are instructing others in martial arts .']","[0.32288751006126404, 0.3158503472805023, 0.310220867395401, 0.2993699610233307, 0.2990556061267853]","Two men are performing martial arts, they are dressed in white and one man has his leg between the legs of the other","Two men are performing martial arts, they are dressed in white and one man has his leg between the legs of the other",Two men practicing martial arts in a room with a window.,Two men practicing martial arts in a room with a window.
434938585.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/434938585.jpg,"[' Girl in black shirt looks straight at camera .', ' A young girl in a small white shirt .', ' there are 2 girls in a restaurant .', ' Woman in a black shirt and black headband looks at the camera while people sit at a restaurant in the background .', ' The beautiful lady is confusing .']","[0.2789578139781952, 0.276864230632782, 0.2727743685245514, 0.27275052666664124, 0.2589638829231262]",A young girl in a black shirt smiles at the camera in a restaurant.,A young girl in a black shirt smiles at the camera in a restaurant.,A girl wearing a white turtleneck smiles at the camera.,A girl wearing a white turtleneck smiles at the camera.
498951987.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/498951987.jpg,"[' A man inhaling smoke from a smoke-pot', ' A man in a market holding some very large green onions while smoking a cigarette .', ' A young boy and an old men involved in some type of ritual ceremony .', ' An older man in a printed shirt , smoking on a busy street .', ' Young boys enjoying a spray of water .']","[0.32427483797073364, 0.3117607831954956, 0.3056792616844177, 0.29916709661483765, 0.2953956127166748]",A man in a market holding some very large green onions while smoking a cigarette.,A man in a market holding some very large green onions while smoking a cigarette.,A man with a scarf around his neck is standing in front of a group of people with smoke coming out of his mouth,A man with a scarf around his neck is standing in front of a group of people with smoke coming out of his mouth
4612142419.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4612142419.jpg,"[' A man and a child skip stones across the water .', ' A man helps a child walk across stones surrounded by water .', ' A young woman appears to being pulled out from a drainage canal by a chair attached to a wooden 4 by 4 .', ' The boy with the red trunks kicks and grins as he falls back down after being thrown in the air by the man standing in the waist deep water .', ' A man tries to help a woman in a bikini cross from one dock to another .']","[0.3324258327484131, 0.32273539900779724, 0.3197114169597626, 0.319297194480896, 0.31691133975982666]",A man helps a child walk across stones surrounded by water.,A man helps a child walk across stones surrounded by water.,A man in a blue vest and jeans is helping another man cross a body of water using stepping stones.,A man in a blue vest and jeans is helping another man cross a body of water using stepping stones.
2536943209.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2536943209.jpg,"[' Men in orange suits are working on train tracks .', ' A man in a safety vest is kneeling down and working on a train .', ' Men wearing orange vests are working on the subway .', ' Two workers are wearing hard hats while one of them begins to descend into a floor hatch .', ' There are workers laying out the tracks for a trolley .']","[0.3898666203022003, 0.34629493951797485, 0.33472543954849243, 0.3281012177467346, 0.327493816614151]",A man in an orange safety suit is working on train tracks.,A man in an orange safety suit is working on train tracks.,A man in an orange coverall is lying on the ground under a train.,A man in an orange coverall is lying on the ground under a train.
2902661518.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2902661518.jpg,"[' A man in black perfors on a skateboard .', ' A man is skateboarding on a ramp in the dark .', ' A man performing a skateboard trick on a skateboard ramp .', ' A man at a skate park doing a stunt .', ' A man in a black shirt is at a skateboard park holding his skateboard .']","[0.33807092905044556, 0.3321993947029114, 0.3303469717502594, 0.33017605543136597, 0.32945188879966736]",A man in a black shirt is at a skateboard park holding his skateboard.,A man in a black shirt is at a skateboard park holding his skateboard.,A man is skateboarding on a concrete structure.,A man is skateboarding on a concrete structure.
731236273.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/731236273.jpg,"[' A girl wearing pink is walking ahead of a boy wearing blue along a path in the woods .', ' Two small children , a boy and a girl , are running down a path that has columns on either side .', ' Two little girls in pink hats hold hands while wading in water .', ' A small girl standing on a rock in front of a pond , with trees all around .', ' Two children in the woods near a pond .']","[0.30980151891708374, 0.3082028031349182, 0.3053237795829773, 0.30387184023857117, 0.3017060160636902]",A girl wearing pink is walking ahead of a boy wearing blue along a path in the woods.,A girl wearing pink is walking ahead of a boy wearing blue along a path in the woods.,A child in a white dress stands in a puddle on a dirt road.,A child in a white dress stands in a puddle on a dirt road.
4701385015.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4701385015.jpg,"[' A man in a black and white pinstripe hat and white shirt with blue streaks writes on the arm of another person with black ink .', ' These women are filling out forms at a stand outdoors .', ' A man with a white beard is writing in a book while two women look on .', ' A woman in a blue-green shirt is reading from loose-leaf sheets of paper next to two other people .', ' A woman in a gray t-shirt is looking at a cellphone in her hand and another woman in a black top is looking down at a little boy with a blue hat and a striped white and blue shirt .']","[0.3463957905769348, 0.3341453969478607, 0.33376002311706543, 0.3276810050010681, 0.32096973061561584]",A man with a white beard is writing in a book while two women look on.,A man with a white beard is writing in a book while two women look on.,"A group of people are sitting outside, with one person writing in a notebook.","A group of people are sitting outside, with one person writing in a notebook."
365128300.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/365128300.jpg,"[' A group of people white water raft on very choppy water .', ' Some people are riding a raft down a white water river .', ' A raft is being paddled through a white water river .', ' Groups of people are riding down a river in rafts .', ' People white water rafting .']","[0.3102583885192871, 0.3079679310321808, 0.3022649586200714, 0.30071574449539185, 0.29039236903190613]",A group of people are white water rafting down a river.,A group of people are white water rafting down a river.,A group of people in a yellow raft are navigating a rough river.,A group of people in a yellow raft are navigating a rough river.
4506417051.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4506417051.jpg,"[' A person in baggy pants and brown hoodie , with a backpack , walks on a sidewalk with signs in Chinese .', ' A child wearing a hat and backpack walking through town .', ' Man with a backpack and bandanna reviewing pictures on his DSLR camera .', ' An over weight man wearing overalls and a helmet rides down the sidewalk on his Segway .', ' A man in a jean jacket walking through town .']","[0.3389168679714203, 0.32974767684936523, 0.3183616101741791, 0.31321075558662415, 0.3127365708351135]",A man with a backpack walks down a sidewalk.,A man with a backpack walks down a sidewalk.,A man with a backpack is walking down a sidewalk.,A man with a backpack is walking down a sidewalk.
3234401637.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3234401637.jpg,"[' A man takes a break from his bike ride to sit and view the harbor before him .', ' Two children on bikes riding on a desolate street near water and a street lamp .', ' A fisherman tethered to a dock while someone rides a bike nearby', ' A man on a bike rides down a sunlit pier .', ' A man waits at a bus stop with a pink lighthouse and a green boat in the background .']","[0.3454861640930176, 0.3178652226924896, 0.28958725929260254, 0.28950536251068115, 0.2895037531852722]",Two children on bikes riding on a desolate street near water and a street lamp.,Two children on bikes riding on a desolate street near water and a street lamp.,Two people riding bikes on a paved walkway near the water at sunset.,Two people riding bikes on a paved walkway near the water at sunset.
339822505.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/339822505.jpg,"[' Brightly dressed , feather headed wearing women competing on a stage in some sort of pagent .', "" A girl with a painted cat face sits on top of a woman 's shoulders as she takes a picture of another red-haired woman dress as an angel ."", ' A group of people are partying at a masquerade party .', ' A man and a woman are adjusting a costume headpiece on a brown and white cow .', ' A man enjoys some extravagant artwork .']","[0.3141934871673584, 0.3136507272720337, 0.3083042800426483, 0.29899635910987854, 0.28925657272338867]",A man and a woman are adjusting a costume headpiece on a brown and white cow.,A man and a woman are adjusting a costume headpiece on a brown and white cow.,A man is helping a person in a costume with feathers get dressed.,A man is helping a person in a costume with feathers get dressed.
4727371226.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4727371226.jpg,"[' Girls sitting on a fence eating ice cream .', ' A woman and a young girl sharing ice cream cones .', ' Two girls eat sprinkle covered ice creams at a park table outside .', ' a couple enjoying ice cream outside on a nice day', ' Two young brunette women , both wearing black pants and white shirts , sit by a sidewalk ; one of the women is smoking a cigarette .']","[0.3576115369796753, 0.3512480556964874, 0.3356073200702667, 0.32940369844436646, 0.32720819115638733]",Two women sitting on a bench eating ice cream.,Two women sitting on a bench eating ice cream.,Two women sitting on a bench eating ice cream.,Two women sitting on a bench eating ice cream.
5105522629.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5105522629.jpg,"[' Three men are doing a musical set with wires and equipment all over the stage , and they are holding unique guitar like instruments .', ' A band of four young men plays .', ' Three young men sing together while one plays the guitar .', ' Three men with guitar-like instruments and a woman perform on a small stage .', ' Three members of a band , on stage , getting ready to perform .']","[0.33501186966896057, 0.33496832847595215, 0.3337019085884094, 0.32659342885017395, 0.3227611780166626]",Three men with guitar-like instruments and a woman perform on a small stage.,Three men with guitar-like instruments and a woman perform on a small stage.,Three men playing guitars and singing on stage.,Three men playing guitars and singing on stage.
4679254513.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4679254513.jpg,"[' A man is walking a tightrope a few feet off the ground on a sidewalk as a woman takes a photo .', ' A street entertainer walking a tightrope .', ' A black man in a wheelchair being pushed along an outdoor pathway carrying the Olympic torch .', ' The two are bringing umbrellas .', ' A uniformed color guard officer watches his brown gun prop spin in the air while another does the same behind him .']","[0.2963917851448059, 0.2921295762062073, 0.2876494228839874, 0.28502553701400757, 0.284903347492218]",A man is walking a tightrope a few feet off the ground on a sidewalk as a woman takes a photo.,A man is walking a tightrope a few feet off the ground on a sidewalk as a woman takes a photo.,A woman in a red skirt and a man in a black shirt are walking down a street with a woman in a,A woman in a red skirt and a man in a black shirt are walking down a street with a woman in a
3704642429.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3704642429.jpg,"[' A woman singing on stage backed up by one man on guitar and one man on drums .', ' A blond women is singing in front of a band .', ' A female singer sings passionately while the back-up guitarist plays in the background .', ' Two female singers on stage with a guitarist , keyboardist and drummer accompanying .', ' A woman stands at a microphone singing with her band in the background .']","[0.3403422236442566, 0.33986279368400574, 0.3337166905403137, 0.33144089579582214, 0.32816916704177856]",A woman singing on stage backed up by one man on guitar and one man on drums.,A woman singing on stage backed up by one man on guitar and one man on drums.,A woman singing into a microphone is accompanied by a man on guitar and a drummer.,A woman singing into a microphone is accompanied by a man on guitar and a drummer.
3292124758.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3292124758.jpg,"[' A man is running along the shore of a beach on a rainy day .', ' a man is jogging outside on a cloudy day .', ' A walk on the beach after a storm .', ' Man walking barefoot on the beach on what seems to be a very cloudy day .', ' a lone person wearing a purple tank top running on the shore at the beach']","[0.3832991421222687, 0.3183262050151825, 0.30743709206581116, 0.30149731040000916, 0.3000771403312683]",A man is running along the shore of a beach on a rainy day.,A man is running along the shore of a beach on a rainy day.,A man runs on the beach while people walk in the background.,A man runs on the beach while people walk in the background.
2382326464.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2382326464.jpg,"[' A balding man reads to a young child .', ' A young boy takes time to read during his trip to the bookstore .', ' the little boy looks like he is doing a school project while his dad watches him .', ' A parent and their toddler are reading a book .', ' A man and a child with audio and video equipment .']","[0.3667503893375397, 0.31086868047714233, 0.3104349672794342, 0.2927582561969757, 0.29156333208084106]",A parent and their toddler are reading a book.,A parent and their toddler are reading a book.,A man and a young boy are reading a book in a library.,A man and a young boy are reading a book in a library.
511819129.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/511819129.jpg,"[' A balding professor giving a lecture to students on the topic of "" opportunity "" .', ' An old man wearing glasses , a red dress shirt , and black slacks is teaching a class .', ' A man in a dark shirt is making a presentation in front of a group .', ' A man with a white beard is writing in a book while two women look on .', ' The professor reading the names of students who have passed the exam .']","[0.33931487798690796, 0.33779457211494446, 0.31013187766075134, 0.30923396348953247, 0.3079829514026642]",A man with a white beard is writing in a book while two women look on.,A man with a white beard is writing in a book while two women look on.,A man in a blue shirt stands in front of a blackboard in a classroom.,A man in a blue shirt stands in front of a blackboard in a classroom.
527946505.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/527946505.jpg,"[' The black dog is walking along a tree trunk bridge over water .', ' A black dog is slowly crossing a fallen log that is outstretched over a stream of water .', ' a black dog gets ready to jump into the water .', ' Beautiful day to play fetch with dog while relaxing on the dock at the lake .', "" The black dog 's head is poking up out of the water .""]","[0.3558988869190216, 0.349374383687973, 0.3489096760749817, 0.3388376533985138, 0.33408045768737793]",A black dog is slowly crossing a fallen log that is outstretched over a stream of water.,A black dog is slowly crossing a fallen log that is outstretched over a stream of water.,A black dog standing on a dock looking at a ball in the water.,A black dog standing on a dock looking at a ball in the water.
2481490320.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2481490320.jpg,"[' A person canoeing on water with a black background .', ' Man rowing a boat .', ' A man in a canoe rows in a lake .', ' Lone person in a canoe , holding a rope , enjoying the scenery of the blue mountains and glassy water .', ' A crew team rows quickly down the river .']","[0.3336648643016815, 0.32390666007995605, 0.3184373378753662, 0.3139077126979828, 0.31332308053970337]",A person canoeing on water with a black background.,A person canoeing on water with a black background.,A person wearing a red hat is rowing a boat on a body of water.,A person wearing a red hat is rowing a boat on a body of water.
6879494312.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/6879494312.jpg,"[' A tuba player performing on the street with a flame coming out of the end of the tuba', ' A man in a uniform with glasses is playing a french horn .', ' A man in a scarf is playing a tuba .', ' A man with a green jacket and multicolored scarf plays a brass instrument while standing on the sidewalk .', ' An older man wearing glasses , a baseball cap , a white shirt and a red vest plays a tuba outside a building .']","[0.3305465281009674, 0.33052536845207214, 0.3275353014469147, 0.3226034343242645, 0.3202439248561859]",A man in a scarf is playing a tuba.,A man in a scarf is playing a tuba.,A man in a hat and bow tie playing a tuba with a fire coming out of the mouthpiece.,A man in a hat and bow tie playing a tuba with a fire coming out of the mouthpiece.
5641021474.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/5641021474.jpg,"[' This is a view of time square in New York .', ' A large crowd gathers near Times Square in New York City .', ' A crowd of people gather in Times Square .', ' There are many people walking at Times Square in New York near a building with a Lion King poster in the window .', ' Two women dressed in black , both with brunette hair , standing in the middle of Times Square , NYC .']","[0.3367188572883606, 0.2943429946899414, 0.2822917103767395, 0.2792377173900604, 0.2783776819705963]",A large crowd gathers near Times Square in New York City.,A large crowd gathers near Times Square in New York City.,A busy city street with people walking and a taxi in the distance.,A busy city street with people walking and a taxi in the distance.
4933865159.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4933865159.jpg,"[' A band walking down the street .', ' A group of people wearing white shirts are walking .', ' The men in white shirts take a break from working .', ' A group of men in blue uniforms , holding guns are walking down the street .', ' A performing arts group participate in a small parade .']","[0.30212220549583435, 0.3013385534286499, 0.29279565811157227, 0.2906849682331085, 0.2906804084777832]",A group of men in white shirts are walking down the street.,A group of men in white shirts are walking down the street.,A group of people in white uniforms stand in a line on a street.,A group of people in white uniforms stand in a line on a street.
2152070348.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2152070348.jpg,"[' Men and Women and Michigan Wine and Food tasting', ' group of people enjoying dinner and wine', ' Jewish family drinking red wine .', ' A group of people being served at a wine and food bar .', ' A group of six friends are relaxing in the dining area .']","[0.3098371624946594, 0.3094694912433624, 0.2880382239818573, 0.2829315662384033, 0.2800304889678955]",A group of people are sitting around a table with wine glasses and bottles.,A group of people are sitting around a table with wine glasses and bottles.,A group of people toasting with wine glasses at a dinner table.,A group of people toasting with wine glasses at a dinner table.
4046071738.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4046071738.jpg,"[' A little girl walking on a concrete boardwalk .', ' A little girl poses for the camera in front of a city walk near water .', ' A little girl in a paisley dress runs across a sandy playground .', ' A kid in a purple outfit is in the "" bridge position "" .', ' A kid is playing in the middle of a shopping plaza .']","[0.3650623857975006, 0.3357785642147064, 0.33007052540779114, 0.32996806502342224, 0.31882065534591675]",A little girl in a paisley dress runs across a sandy playground.,A little girl in a paisley dress runs across a sandy playground.,A little girl in a pink shirt and white pants is walking on a sidewalk.,A little girl in a pink shirt and white pants is walking on a sidewalk.
522183263.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/522183263.jpg,"[' It takes a real man to clean a bucket with who knows what in it ?', ' Nurses stand around a cart looking at a ball and other objects .', ' This group of young people is happy about cleaning up .', ' Kid in dirty red shirt in the center of the frame with a man to either side , the left one of which is holding a yellow electric saw .', ' Group of people in life jackets watch two you boys play with two sticks like swords .']","[0.2976623773574829, 0.2904643714427948, 0.2805565893650055, 0.27889859676361084, 0.27844563126564026]",A group of people are standing in a room with brooms and buckets on carts.,A group of people are standing in a room with brooms and buckets on carts.,A group of people in a room with brooms and yellow bins on wheels.,A group of people in a room with brooms and yellow bins on wheels.
4747892933.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4747892933.jpg,"["" Children playing in water looking at a giant picture of a person 's face ."", ' An artist kneels to work on a mural of a child hugging a tree while another woman looks on .', ' Male street artist painting a portrait .', ' Pedestrians interact with street artists .', ' A woman poses as a street artist paints her picture .']","[0.30983850359916687, 0.2979677617549896, 0.297706663608551, 0.297293484210968, 0.2936961054801941]",A man is painting a mural on the street.,A man is painting a mural on the street.,A man is painting a picture of two women on the ground.,A man is painting a picture of two women on the ground.
2536881159.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2536881159.jpg,"[' Workers in the London Underground .', ' An entrance to an underground subway , with people passing by .', ' People are using the far left of three escalators , which are enclosed inside an elongated tunnel .', ' two men working in a service tunnel .', ' Men in a Subway station , doing maintenance work .']","[0.31338027119636536, 0.3040584623813629, 0.30392125248908997, 0.2881358861923218, 0.28095388412475586]",A man in a safety vest is working on a ladder in a tunnel with a Kennington sign on the wall.,A man in a safety vest is working on a ladder in a tunnel with a Kennington sign on the wall.,A man in a safety vest is working on a ladder in a tunnel with a Kennington sign on the wall.,A man in a safety vest is working on a ladder in a tunnel with a Kennington sign on the wall.
2249094622.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2249094622.jpg,"[' A man sells fruit on the street from a cart .', ' An old man is selling fruit .', ' A man trying to cross the street with a cart of fruit .', ' Various fruits are available at an outdoor market in what appears to be India .', ' A marketplace with rolling carts selling fruits .']","[0.35972002148628235, 0.35039323568344116, 0.349289208650589, 0.3311499357223511, 0.33095210790634155]",A man sells fruit on the street from a cart.,A man sells fruit on the street from a cart.,A man in a blue robe is selling oranges from a cart on a street.,A man in a blue robe is selling oranges from a cart on a street.
9556225.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/9556225.jpg,"[' A woman competing in a barista championship .', ' A lady is working making coffee .', ' A woman is working as a bartender .', ' A woman makes coffee at a coffee shop .', ' A woman working her beverage shop .']","[0.3344026803970337, 0.33167514204978943, 0.3283522129058838, 0.32449087500572205, 0.32179397344589233]",A woman is working as a bartender.,A woman is working as a bartender.,A woman is making pasta in a kitchen.,A woman is making pasta in a kitchen.
4054989083.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4054989083.jpg,"[' A brave person rides their quad in the desert .', ' A man riding a four-wheel ATV in the dessert , kicking up sand in his wake .', ' Man on four wheeler in the air .', ' A person with a helmet riding a four wheeler in the mud', ' Person on four wheeler does a midair stunt .']","[0.3618566691875458, 0.34468603134155273, 0.330975204706192, 0.3293924033641815, 0.3249143362045288]","A man riding a four-wheel ATV in the desert, kicking up sand in his wake.","A man riding a four-wheel ATV in the desert, kicking up sand in his wake.",A person riding a green ATV in a desert with mountains in the background.,A person riding a green ATV in a desert with mountains in the background.
3508413697.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3508413697.jpg,"[' A little boy squats while playing with a yellow plastic shovel .', ' A young boy in a yellow shirt plays with some equipment .', ' A little boy with blond is playing with sand and a shovel .', ' Little boy juggling orange balls in the park with a playground behind him .', ' A boys plays at the playground .']","[0.33100664615631104, 0.322348952293396, 0.3123294711112976, 0.31103506684303284, 0.31042203307151794]",A little boy squats while playing with a yellow plastic shovel.,A little boy squats while playing with a yellow plastic shovel.,A young boy playing with a ball in a yard.,A young boy playing with a ball in a yard.
3173461705.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3173461705.jpg,"[' Two blond dogs are fighting on a frosty lawn .', ' Two dogs , one with a tennis ball in his mouth , play together in the snow .', ' Two brown dogs playfully fight in the snow .', ' There are two blog dogs playing tug-of-war outside .', ' A brown dog playing play wrestling with a black dog on snow covered land .']","[0.3595886528491974, 0.35175102949142456, 0.35122549533843994, 0.3424060642719269, 0.3420863151550293]",Two brown dogs playfully fight in the snow.,Two brown dogs playfully fight in the snow.,Two dogs playing in the snow near a fence.,Two dogs playing in the snow near a fence.
1408958345.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1408958345.jpg,"[' A girls plays in the surf .', ' A little girl running at on the shore of a beach .', ' The young girl enjoys the day in her swimsuit while splashing playfully in the water .', "" A young girl wears a shirt and shorts as she plays in the ocean 's surf ."", ' A child is splashing in the water at the beach .']","[0.3337761163711548, 0.3266475200653076, 0.32262566685676575, 0.3218329846858978, 0.31959834694862366]",A young girl wears a shirt and shorts as she plays in the ocean's surf.,A young girl wears a shirt and shorts as she plays in the ocean's surf.,A girl runs along the beach while another girl swims in the water.,A girl runs along the beach while another girl swims in the water.
314454989.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/314454989.jpg,"[' A man singing with his eyes closed and holding a microphone , with a woman behind him playing an electric bass guitar .', ' A man dressed in black with a long beard is playing bass guitar .', ' A man in a red shirt plays a red bass while on stage .', ' Man wearing black playing a very large guitar-like instrument .', ' A man is wearing all black and sitting on top of an amp and playing a two headed guitar in a public place .']","[0.32399940490722656, 0.3193542957305908, 0.31389319896698, 0.30573228001594543, 0.30205467343330383]",A man in a black shirt is playing a guitar on stage.,A man in a black shirt is playing a guitar on stage.,A man playing guitar on a stage with red lighting.,A man playing guitar on a stage with red lighting.
3821671043.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3821671043.jpg,"[' A young boy in a t-shirt , sweats and a red hat , skateboarding in a skateboard arena , with an audience on the side and blue skies above .', ' A blue-shirted skateboarder grinds on a rail and another flips his board in the air while other people roll in the background of the park .', ' A boy does a skateboard jump at a skateboard park .', ' A man at a skate park doing a stunt .', ' A kid is doing a skateboard trick at a skate park .']","[0.34762367606163025, 0.34497302770614624, 0.3413163423538208, 0.33692610263824463, 0.33643394708633423]",A skateboarder in a blue shirt is grinding on a rail at a skate park.,A skateboarder in a blue shirt is grinding on a rail at a skate park.,A skateboarder in a blue shirt and jeans is performing a trick on a wooden ramp.,A skateboarder in a blue shirt and jeans is performing a trick on a wooden ramp.
2695085862.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2695085862.jpg,"[' A guy with a black tank top .', ' A man wearing a black shirt , with his face propped up by his elbow , is sitting at a table .', ' A woman wearing a green tank top and unusual necklace at a table in a restaurant .', ' A man with a Mohawk stands in a group of people .', ' A young man closely examining a small metal part .']","[0.29298171401023865, 0.27075129747390747, 0.26991984248161316, 0.2656383514404297, 0.26196083426475525]",A man with a Mohawk stands in a group of people.,A man with a Mohawk stands in a group of people.,A man with a black and white bandana around his neck is sitting at a table.,A man with a black and white bandana around his neck is sitting at a table.
